0.24323052,-0.15870367,-0.38581938,-0.54565525,-0.059209306,0.01658559,0.27850088,-0.18320844,0.38610825,0.037334293,-0.43617567,-0.23392625,-0.36497396,0.083881736,-0.26285493,-0.2910353,0.0013088505,0.038423035,0.0011436702,-0.071156636,-0.38375103,-0.18830627,0.15937313,-0.4432917,-0.15092804,-0.31827158,-0.16343321,-0.19040816,-0.07363753,0.1445921,-0.28637314,0.3889529,-0.06770895,-0.1382718,-0.2727666,0.34405372,-0.25172853,-0.0346527,0.007836176,-0.28303546,-0.20452745,-0.009972484,-0.20367712,-0.10136782,-0.5189102,-0.6048046,-0.44059247,-0.02924772,0.092478745,-0.06551628,-0.07811422,-0.07274931,-0.24224731,-0.16271694,0.034459576,-0.08420746,-0.5696938,-0.07538565,-0.075143605,-0.60097307,0.044549014,0.064663626
-0.11157552,-0.14342697,-0.15361482,-0.099864624,-0.14166312,-0.26641592,-0.27122277,0.01251108,0.07327197,-0.04386663,-0.01674874,0.11741975,-0.090209454,0.046575513,-0.14982669,-0.19827452,-0.1893257,0.087517396,-0.19434178,-0.20735352,-0.11500776,-0.22666557,0.056795456,0.049705725,0.05452237,-0.026225124,-0.050556555,-0.029676694,0.060027614,-0.095412716,0.15295437,0.21861039,0.2582166,-0.059682567,0.1870949,-0.039320987,0.04533825,0.2530633,0.069485605,0.025700323,0.03142225,-0.16070345,-0.0180887,0.07963216,-0.20611139,-0.2528662,-0.08910704,-0.08882948,0.002639152,0.059463546,0.035103668,-0.10801703,0.073497616,-0.036554266,0.0399474,0.045223746,0.12867244,0.17133868,0.26081827,-0.014525136,0.1389668,0.13123249
0.14254385,-0.0060995203,0.0006451107,0.05603497,0.05870072,-0.027661748,-0.057230618,0.10586673,0.099618725,0.1587983,-0.058108624,-0.10648329,0.0252391,0.16350979,-0.24374792,0.12601408,-0.00801192,-0.013448654,0.029826459,0.21201634,0.06163625,-0.07297206,0.024466084,-0.109579645,0.14396621,0.07485555,0.086170524,-0.08612366,0.012604602,0.008975864,0.12657368,0.102221064,-0.30360463,-0.11359744,0.07920891,-0.048670445,-0.336438,-0.3610108,-0.15393828,-0.045702968,0.019866858,0.1824679,0.10038619,-0.10702936,-0.36933145,-0.021234086,-0.0997045,-0.14504752,-0.14113887,-0.39671552,-0.060080715,-0.0031363822,0.11498134,-0.02172632,-0.084581085,-0.030076612,-0.11294907,0.13032389,-0.2877421,-0.56616807,0.12076879,-0.16989197
-0.14614187,-0.1990709,-0.27842087,-0.36655182,-0.73055553,-0.12529637,0.019350449,-0.058939997,-0.12425993,-0.095768355,-0.12890106,-0.50332314,-0.3167953,-0.10438443,0.025402322,-0.27098912,-0.55672544,0.047693674,-0.358688,-0.048551507,-0.44078293,-0.31601048,-0.21314363,-0.28305465,-0.027332405,0.070038624,-0.13625571,-0.083762154,-0.36869594,0.19237734,-0.29812756,0.09983712,0.08537507,-0.3667287,-0.28714007,-0.109254755,-0.37858632,-0.1385325,-0.050807886,-0.27745,-0.32719335,-0.27489242,0.046283342,-0.34382325,0.1991578,0.06638037,-0.35559037,-0.022779534,-0.11166464,-0.059398975,-0.027132621,0.07105473,0.38632408,-0.063016824,-0.3009271,-0.30900615,-0.22263435,-0.0011312987,0.0857596,-0.3480488,0.29970652,-0.31108215
-0.13327734,-0.13568485,-0.16732156,-0.11758826,-0.094355255,-0.06986186,-0.053016618,-0.114365906,-0.04323976,-0.09310816,-0.15380119,-0.18299417,-0.14174624,-0.16874987,-0.066188745,-0.17945881,-0.024979712,-0.16888364,-0.12644844,-0.10292604,-0.26254767,-0.021815417,-0.09363324,-0.10502239,0.010463113,-0.19603087,0.019749343,-0.01545213,-0.12343203,-0.03294911,0.07246022,-0.046170533,0.08132565,-0.22818886,-0.08158035,0.056828104,-0.12155591,-0.05197791,-0.14566974,-0.06425016,-0.08861271,-0.083237715,0.0876334,-0.06386323,-0.050381724,0.0030674636,-0.055666395,-0.08537075,0.042588223,-0.049529564,-0.031602688,0.008204718,-0.017289205,-0.099318095,-0.056537922,-0.05458547,0.03613459,-0.047685515,0.048673246,0.037271235,0.022244167,-0.11453769
-0.14550109,-0.19297516,-0.10957473,-0.10926848,-0.06747902,-0.16149394,-0.22015516,-0.1694658,-0.016437657,-0.052730616,0.018420218,0.11906791,0.18779215,0.15174477,0.15919475,-0.037862036,-0.073014244,0.12197477,-0.1605381,0.101516575,0.089141496,0.10243922,0.06683999,0.07043883,0.036406506,-0.0033897867,0.12472183,-0.04326482,0.08864976,-0.098826416,0.14160521,0.11655759,0.11072371,0.12804791,0.006704771,0.081472285,-0.28190774,-0.030032026,-0.15631342,0.015099552,-0.35730615,-0.2737069,-0.33729488,0.030105624,-0.22951497,0.07617848,0.069906905,-0.2522128,0.024471968,0.0140337385,-0.16494769,-0.1972658,-0.24524489,-0.22853836,-0.3552768,-0.094909556,0.03277077,0.096173875,0.12108167,0.14585352,0.10466996,0.0043420442
0.09672303,-0.3798011,0.2590652,-0.60953104,-0.110503964,-0.31889108,-0.3268755,0.05483505,0.08525301,0.16291593,0.0892707,-0.37863553,-0.611233,-0.2958755,0.10257266,-0.14543116,-0.43496975,-0.34858707,-0.09972944,-0.47873738,-0.5844749,-0.057977695,-0.25162426,-0.42031813,-0.7205489,-0.20940706,-0.28683057,-0.024014914,-0.2554016,-0.2066625,-0.30445352,-0.22182894,-0.33110893,-0.178726,0.0055094934,0.06510752,-0.61251193,0.024555989,-0.18430614,-0.585916,0.13625994,-0.08472502,-0.4074297,0.16009554,0.22314738,-0.43441296,0.41030085,0.05729971,-0.31341466,0.028386286,-0.39833796,-0.3225853,-0.102056496,0.011246789,0.11981869,-0.008054174,-0.06106566,0.07998287,-0.35650462,0.0635806,-0.17609996,0.003003953
-0.04649247,0.07948818,0.15447135,0.1543007,0.0971814,0.17327006,0.10866517,0.13555789,0.13404869,0.15587959,-0.14175591,-0.13656409,-0.45964637,-0.15031724,-0.46162796,-0.10998499,-0.0020806652,-0.16482152,-0.0933882,-0.08450259,-0.058844835,-0.16532333,-0.17398173,0.011496651,-0.103516236,-0.32542866,-0.18105312,-0.101083934,-0.1459857,0.05290511,-0.0029626451,-0.04059573,-0.102534205,0.011116311,0.071915455,-0.026376786,0.04916856,0.23480938,-0.22747102,0.1312423,-0.15286765,0.044550184,-0.12740973,0.037876144,-0.10350215,-0.13003232,-0.009296974,-0.10313769,-0.037500482,0.15747507,0.03081859,0.118142016,0.05013989,0.02523395,0.082867354,-0.034474544,0.19396265,-0.055888716,0.15908447,0.0040728287,0.12080789,0.052982807
0.03056555,-0.28055006,-0.04345658,-0.24442443,-0.12986007,-0.02981953,-0.014713926,-0.040031854,0.02430031,0.13967292,0.084972925,-0.0074468777,-0.07355786,-0.032495104,-0.11747879,0.06762284,0.015773749,0.043436937,-0.14509349,0.021019677,-0.17939857,-0.19603923,-0.1592686,-0.048890848,0.022664774,0.16862932,0.045541327,0.10203138,-0.09740221,-0.21504585,0.13629915,0.087309115,-0.057908226,-0.052572206,0.002962704,-0.03630216,-0.0027829672,-0.028183691,-0.16655692,0.011010142,-0.057522822,-0.12546021,0.03766512,0.010098532,-0.21557401,-0.12792294,-0.2995328,-0.09203018,-0.20394649,0.016256886,0.028099164,0.23635107,-0.030959627,-0.24153039,-0.10988203,-0.33938023,0.107407235,0.11213832,-0.0104517415,-0.45619532,0.07772696,-0.6490011
-0.086549595,-0.3248803,-0.36992416,-0.46427828,-0.13101561,-0.041781038,-0.7146658,-0.43922967,-0.15568422,-0.020541806,-0.10900769,-0.10683117,-0.28758577,-0.12933174,0.012585828,-0.02270288,-0.5550313,-0.08698398,-0.18722512,-0.3489462,-0.061743267,-0.14801611,0.17338401,0.05435316,-0.43598917,-0.22812124,0.019336462,-0.09893664,-0.17982946,0.1615022,-0.39654198,0.031205922,0.14975774,5.650561e-05,-0.23803651,-0.3087674,0.019392319,-0.36081037,-0.71479905,-0.008925857,-0.059546813,-0.009970129,-0.11328703,-0.17303169,-0.4339983,-0.5462405,-0.2791899,-0.39011595,-0.020631472,-0.46039736,-0.2386879,-0.2941946,0.106131546,-0.15991466,-0.8527678,-0.090435356,-0.21357268,-0.21036437,0.06641027,-0.57840455,-0.081318885,-0.78527683
